policy,mean,std,count,sigma,impurity,num_dim
ensemble,0.7290399999999994,0.0018053081558386422,1000,1.5,-0.52,5
plurality,0.7599999999999928,2.2831836319315643e-16,1000,2.0,-0.52,5
default,0.6873599999999976,0.002569442046910663,1000,2.0,-0.52,5
augment,0.7470799999999961,0.0011492581930943164,1000,2.0,-0.52,5
average,0.6330399999999999,0.003078609464715565,1000,2.0,-0.52,5
ensemble,0.7231199999999995,0.0017635690447997065,1000,2.0,-0.52,5
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.0,0.0,7
default,0.9199999999999847,4.847374480100859e-16,1000,0.0,0.0,7
augment,0.9199999999999847,4.847374480100859e-16,1000,0.0,0.0,7
average,0.9199999999999847,4.847374480100859e-16,1000,0.0,0.0,7
ensemble,0.9199999999999847,4.847374480100859e-16,1000,0.0,0.0,7
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.2,0.0,7
default,0.6933599999999982,0.0027658561713076084,1000,0.2,0.0,7
augment,0.7226799999999977,0.002700835447063013,1000,0.2,0.0,7
average,0.7261999999999977,0.002738660303918728,1000,0.2,0.0,7
ensemble,0.7163199999999978,0.0027382394993052594,1000,0.2,0.0,7
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.5,0.0,7
default,0.58624,0.0031607360934840303,1000,0.5,0.0,7
augment,0.6239199999999996,0.0029696889824782358,1000,0.5,0.0,7
average,0.6255199999999999,0.0029411187972912187,1000,0.5,0.0,7
ensemble,0.615559999999999,0.003057193620435715,1000,0.5,0.0,7
plurality,0.5199999999999929,2.2480577299018473e-16,1000,1.0,0.0,7
default,0.5182000000000003,0.003197840863174122,1000,1.0,0.0,7
augment,0.5356400000000001,0.003195121155637015,1000,1.0,0.0,7
average,0.53248,0.003085607001964209,1000,1.0,0.0,7
ensemble,0.5331200000000006,0.0030912491684465374,1000,1.0,0.0,7
plurality,0.5199999999999929,2.2480577299018473e-16,1000,1.5,0.0,7
default,0.51404,0.0030152894339300867,1000,1.5,0.0,7
augment,0.5238799999999998,0.003157168559534532,1000,1.5,0.0,7
average,0.52216,0.0032480585407723573,1000,1.5,0.0,7
ensemble,0.5175600000000004,0.0029520774314304695,1000,1.5,0.0,7
plurality,0.5199999999999929,2.2480577299018473e-16,1000,2.0,0.0,7
default,0.50528,0.003104732027238575,1000,2.0,0.0,7
augment,0.5148000000000006,0.003223313473702137,1000,2.0,0.0,7
average,0.5134000000000002,0.0030525002469709607,1000,2.0,0.0,7
ensemble,0.5100000000000002,0.003125534989240873,1000,2.0,0.0,7
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.84,7
default,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.84,7
augment,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.84,7
average,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.84,7
ensemble,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.84,7
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.2,-0.84,7
default,0.92587999999999,0.0006008215929763024,1000,0.2,-0.84,7
augment,0.9341599999999962,0.0009026123803211978,1000,0.2,-0.84,7
average,0.9333599999999953,0.0007867206170740252,1000,0.2,-0.84,7
ensemble,0.9253999999999889,0.0005010899032021025,1000,0.2,-0.84,7
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.5,-0.84,7
default,0.8914799999999925,0.0015168752455328996,1000,0.5,-0.84,7
augment,0.9133599999999888,0.000808804404392407,1000,0.5,-0.84,7
average,0.8709599999999951,0.0018220862763322753,1000,0.5,-0.84,7
ensemble,0.912039999999989,0.0008037938071946648,1000,0.5,-0.84,7
plurality,0.9199999999999847,4.847374480100859e-16,1000,1.0,-0.84,7
default,0.851159999999994,0.002327073198176121,1000,1.0,-0.84,7
augment,0.9130799999999869,0.0007303745936483913,1000,1.0,-0.84,7
average,0.7996399999999968,0.002618458845719506,1000,1.0,-0.84,7
ensemble,0.8949199999999915,0.0012768021866459316,1000,1.0,-0.84,7
plurality,0.9199999999999847,4.847374480100859e-16,1000,1.5,-0.84,7
default,0.831959999999996,0.0026208065603983456,1000,1.5,-0.84,7
augment,0.912919999999987,0.0007132898305614522,1000,1.5,-0.84,7
average,0.7633999999999967,0.0030419884440434173,1000,1.5,-0.84,7
ensemble,0.8881599999999922,0.0013830861604857976,1000,1.5,-0.84,7
plurality,0.9199999999999847,4.847374480100859e-16,1000,2.0,-0.84,7
default,0.8163599999999951,0.0028629612199516383,1000,2.0,-0.84,7
augment,0.9145199999999861,0.0006431043330465031,1000,2.0,-0.84,7
average,0.7448399999999973,0.0032902583789423193,1000,2.0,-0.84,7
ensemble,0.8813999999999931,0.001621563896203134,1000,2.0,-0.84,7
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.0,-0.76,7
default,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.76,7
augment,1.0,0.0,1000,0.0,-0.76,7
average,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.76,7
ensemble,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.76,7
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.2,-0.76,7
default,0.885919999999995,0.0009622263140651948,1000,0.2,-0.76,7
augment,0.8917599999999952,0.001209613808438694,1000,0.2,-0.76,7
average,0.8931199999999948,0.0011847654912552415,1000,0.2,-0.76,7
ensemble,0.887319999999995,0.0007816832022172613,1000,0.2,-0.76,7
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.5,-0.76,7
default,0.8396399999999974,0.0018194451848793933,1000,0.5,-0.76,7
augment,0.8722799999999954,0.001029495731638287,1000,0.5,-0.76,7
average,0.8153199999999977,0.0021403454577891487,1000,0.5,-0.76,7
ensemble,0.8649599999999963,0.0012659387824855432,1000,0.5,-0.76,7
plurality,0.8799999999999959,1.2996583750995055e-16,1000,1.0,-0.76,7
default,0.7925999999999964,0.002593832679254386,1000,1.0,-0.76,7
augment,0.8711999999999964,0.0008727667052092024,1000,1.0,-0.76,7
average,0.7489999999999984,0.002905071331213654,1000,1.0,-0.76,7
ensemble,0.845919999999998,0.0015500181147832302,1000,1.0,-0.76,7
plurality,0.8799999999999959,1.2996583750995055e-16,1000,1.5,-0.76,7
default,0.781679999999998,0.00285918739374539,1000,1.5,-0.76,7
augment,0.8729199999999966,0.0007859333885841036,1000,1.5,-0.76,7
average,0.7199999999999979,0.00310716180049485,1000,1.5,-0.76,7
ensemble,0.8383199999999976,0.0018165013837807152,1000,1.5,-0.76,7
plurality,0.8799999999999959,1.2996583750995055e-16,1000,2.0,-0.76,7
default,0.7724799999999974,0.0030125944508554926,1000,2.0,-0.76,7
augment,0.8739999999999963,0.0007503085784948462,1000,2.0,-0.76,7
average,0.7048399999999996,0.0032790435383700752,1000,2.0,-0.76,7
ensemble,0.8345599999999973,0.001817941503819987,1000,2.0,-0.76,7
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.0,-0.68,7
default,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.68,7
augment,1.0,0.0,1000,0.0,-0.68,7
average,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.68,7
ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.68,7
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.2,-0.68,7
default,0.8843599999999965,0.0015181881620192183,1000,0.2,-0.68,7
augment,0.9013599999999957,0.00152330918426657,1000,0.2,-0.68,7
average,0.904159999999997,0.0015464429785433077,1000,0.2,-0.68,7
ensemble,0.8930399999999963,0.0014427889797333593,1000,0.2,-0.68,7
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.5,-0.68,7
default,0.789639999999998,0.00205779126854618,1000,0.5,-0.68,7
augment,0.8305600000000011,0.0011873905407642034,1000,0.5,-0.68,7
average,0.7646799999999973,0.002475848829679914,1000,0.5,-0.68,7
ensemble,0.8209199999999991,0.0014415379397128753,1000,0.5,-0.68,7
plurality,0.8400000000000056,1.7914210035155348e-16,1000,1.0,-0.68,7
default,0.7517999999999979,0.002706304506903108,1000,1.0,-0.68,7
augment,0.8289600000000013,0.0009866569271493929,1000,1.0,-0.68,7
average,0.7077999999999988,0.00290689009252327,1000,1.0,-0.68,7
ensemble,0.8019599999999973,0.0017611530484486716,1000,1.0,-0.68,7
plurality,0.8400000000000056,1.7914210035155348e-16,1000,1.5,-0.68,7
default,0.7407199999999983,0.002943492100506766,1000,1.5,-0.68,7
augment,0.8318800000000033,0.00088749831169036,1000,1.5,-0.68,7
average,0.6868799999999986,0.003104690758305033,1000,1.5,-0.68,7
ensemble,0.7960799999999985,0.0019286143090709224,1000,1.5,-0.68,7
plurality,0.8400000000000056,1.7914210035155348e-16,1000,2.0,-0.68,7
default,0.7356799999999989,0.0029414945163963803,1000,2.0,-0.68,7
augment,0.8302000000000024,0.0009239121244001613,1000,2.0,-0.68,7
average,0.6699999999999987,0.0033347744632464533,1000,2.0,-0.68,7
ensemble,0.7904799999999987,0.0019643900906969733,1000,2.0,-0.68,7
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.0,-0.6,7
default,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,7
augment,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,7
average,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,7
ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,7
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.2,-0.6,7
default,0.8088799999999957,0.0015284900660069306,1000,0.2,-0.6,7
augment,0.8194399999999955,0.0016205902359056445,1000,0.2,-0.6,7
average,0.8199199999999968,0.0017960008962189377,1000,0.2,-0.6,7
ensemble,0.8177599999999959,0.0013752358611066242,1000,0.2,-0.6,7
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.5,-0.6,7
default,0.7383199999999978,0.0023798405915609567,1000,0.5,-0.6,7
augment,0.7867999999999951,0.00124326413352341,1000,0.5,-0.6,7
average,0.7191199999999992,0.0026460209800806614,1000,0.5,-0.6,7
ensemble,0.774119999999997,0.001661862625907252,1000,0.5,-0.6,7
plurality,0.7999999999999887,3.5828420070310695e-16,1000,1.0,-0.6,7
default,0.7121599999999983,0.0028500275537364592,1000,1.0,-0.6,7
augment,0.7847199999999941,0.0013333789781976879,1000,1.0,-0.6,7
average,0.6746399999999979,0.0029019461903508383,1000,1.0,-0.6,7
ensemble,0.7567599999999961,0.0020059726634045543,1000,1.0,-0.6,7
plurality,0.7999999999999887,3.5828420070310695e-16,1000,1.5,-0.6,7
default,0.7000799999999988,0.002769198812303304,1000,1.5,-0.6,7
augment,0.7845599999999923,0.00111411294205195,1000,1.5,-0.6,7
average,0.6454399999999993,0.0029635095391762675,1000,1.5,-0.6,7
ensemble,0.7484799999999964,0.0020117994276112514,1000,1.5,-0.6,7
plurality,0.7999999999999887,3.5828420070310695e-16,1000,2.0,-0.6,7
default,0.6951199999999984,0.002913258085489967,1000,2.0,-0.6,7
augment,0.7839999999999933,0.001180420854353824,1000,2.0,-0.6,7
average,0.6324399999999991,0.003226337808670333,1000,2.0,-0.6,7
ensemble,0.7454799999999971,0.002095318581972662,1000,2.0,-0.6,7
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.0,-0.52,7
default,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.52,7
augment,1.0,0.0,1000,0.0,-0.52,7
average,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.52,7
ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.52,7
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.2,-0.52,7
default,0.8164399999999964,0.0018966612042543973,1000,0.2,-0.52,7
augment,0.838319999999997,0.0018660814183362499,1000,0.2,-0.52,7
average,0.8380399999999963,0.001955910014285923,1000,0.2,-0.52,7
ensemble,0.8305599999999964,0.001834080219142622,1000,0.2,-0.52,7
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.5,-0.52,7
default,0.6981199999999989,0.0024721199357994167,1000,0.5,-0.52,7
augment,0.7445599999999977,0.0018413573789454972,1000,0.5,-0.52,7
average,0.6868000000000004,0.0027799078919791224,1000,0.5,-0.52,7
ensemble,0.7306399999999991,0.0020753547883428252,1000,0.5,-0.52,7
plurality,0.7599999999999928,2.2831836319315643e-16,1000,1.0,-0.52,7
default,0.6742399999999991,0.0027753423077027713,1000,1.0,-0.52,7
augment,0.7407599999999988,0.0015549405905822395,1000,1.0,-0.52,7
average,0.641079999999999,0.0030342116010654216,1000,1.0,-0.52,7
ensemble,0.7155999999999997,0.0020810022995111205,1000,1.0,-0.52,7
plurality,0.7599999999999928,2.2831836319315643e-16,1000,1.5,-0.52,7
default,0.6635599999999996,0.0027882433001265726,1000,1.5,-0.52,7
augment,0.7397199999999972,0.0014704025583776982,1000,1.5,-0.52,7
average,0.6245999999999997,0.0030866758118674484,1000,1.5,-0.52,7
ensemble,0.7044799999999991,0.0021771241281721733,1000,1.5,-0.52,7
plurality,0.7599999999999928,2.2831836319315643e-16,1000,2.0,-0.52,7
default,0.6521999999999996,0.0030070920509027645,1000,2.0,-0.52,7
augment,0.7393199999999976,0.0014593379551246098,1000,2.0,-0.52,7
average,0.6070799999999997,0.003093645785193286,1000,2.0,-0.52,7
ensemble,0.7012399999999993,0.002388842600291804,1000,2.0,-0.52,7
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.0,0.0,10
default,1.0,0.0,1000,0.0,0.0,10
augment,1.0,0.0,1000,0.0,0.0,10
average,1.0,0.0,1000,0.0,0.0,10
ensemble,1.0,0.0,1000,0.0,0.0,10
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.2,0.0,10
default,0.7399199999999991,0.0026672659987162727,1000,0.2,0.0,10
augment,0.7783199999999982,0.002467725119876045,1000,0.2,0.0,10
average,0.7803599999999984,0.002517102740494759,1000,0.2,0.0,10
ensemble,0.7706399999999972,0.0025028493072206124,1000,0.2,0.0,10
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.5,0.0,10
default,0.5502800000000008,0.0031102403757901436,1000,0.5,0.0,10
augment,0.5827199999999999,0.0031142093538970533,1000,0.5,0.0,10
average,0.5803199999999997,0.003079704885566504,1000,0.5,0.0,10
ensemble,0.5703999999999998,0.0030204905832270606,1000,0.5,0.0,10
plurality,0.5199999999999929,2.2480577299018473e-16,1000,1.0,0.0,10
default,0.5204000000000008,0.003163834674860531,1000,1.0,0.0,10
augment,0.5436000000000005,0.003338710377823594,1000,1.0,0.0,10
average,0.5406399999999998,0.0031627825713434077,1000,1.0,0.0,10
ensemble,0.5272800000000007,0.0031493682096763627,1000,1.0,0.0,10
plurality,0.5199999999999929,2.2480577299018473e-16,1000,1.5,0.0,10
default,0.5051600000000005,0.0032293347616812644,1000,1.5,0.0,10
augment,0.5153200000000008,0.003077461351238784,1000,1.5,0.0,10
average,0.5097200000000005,0.0030908696308765745,1000,1.5,0.0,10
ensemble,0.5030799999999997,0.0032061180253996828,1000,1.5,0.0,10
plurality,0.5199999999999929,2.2480577299018473e-16,1000,2.0,0.0,10
default,0.5014000000000003,0.0031802128472405403,1000,2.0,0.0,10
augment,0.5130000000000002,0.0030969325131476534,1000,2.0,0.0,10
average,0.5067599999999998,0.003163717988619012,1000,2.0,0.0,10
ensemble,0.5043200000000005,0.0031806058941424775,1000,2.0,0.0,10
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.84,10
default,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.84,10
augment,1.0,0.0,1000,0.0,-0.84,10
average,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.84,10
ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.84,10
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.2,-0.84,10
default,0.9207199999999898,0.0006523090579680057,1000,0.2,-0.84,10
augment,0.925999999999992,0.0009174102907868668,1000,0.2,-0.84,10
average,0.9263999999999918,0.0007555202252824206,1000,0.2,-0.84,10
ensemble,0.9220399999999872,0.0003929284830510372,1000,0.2,-0.84,10
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.5,-0.84,10
default,0.8715999999999957,0.0017562814479816543,1000,0.5,-0.84,10
augment,0.9049599999999903,0.001106626867116026,1000,0.5,-0.84,10
average,0.857999999999996,0.0019847264645635973,1000,0.5,-0.84,10
ensemble,0.9061599999999908,0.0009837795597704884,1000,0.5,-0.84,10
plurality,0.9199999999999847,4.847374480100859e-16,1000,1.0,-0.84,10
default,0.8099199999999962,0.002691921254427785,1000,1.0,-0.84,10
augment,0.8995199999999904,0.0012654528718885525,1000,1.0,-0.84,10
average,0.7631599999999978,0.0028447331872966447,1000,1.0,-0.84,10
ensemble,0.8749999999999933,0.0016507346621807278,1000,1.0,-0.84,10
plurality,0.9199999999999847,4.847374480100859e-16,1000,1.5,-0.84,10
default,0.7843599999999967,0.00289422994369261,1000,1.5,-0.84,10
augment,0.903039999999989,0.0011178586708560313,1000,1.5,-0.84,10
average,0.7248799999999981,0.0030470756915886225,1000,1.5,-0.84,10
ensemble,0.8548399999999945,0.002019071829096496,1000,1.5,-0.84,10
plurality,0.9199999999999847,4.847374480100859e-16,1000,2.0,-0.84,10
default,0.7623599999999989,0.0031763689520771677,1000,2.0,-0.84,10
augment,0.8991599999999901,0.0012383973627346158,1000,2.0,-0.84,10
average,0.7001599999999975,0.0030551773284882224,1000,2.0,-0.84,10
ensemble,0.8392399999999964,0.0022356252862276394,1000,2.0,-0.84,10
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.0,-0.76,10
default,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.76,10
augment,1.0,0.0,1000,0.0,-0.76,10
average,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.76,10
ensemble,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.76,10
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.2,-0.76,10
default,0.880199999999996,0.0011564157112808886,1000,0.2,-0.76,10
augment,0.8915199999999949,0.0012750354172788015,1000,0.2,-0.76,10
average,0.891959999999994,0.0012109602903583748,1000,0.2,-0.76,10
ensemble,0.8855199999999952,0.000844181403634454,1000,0.2,-0.76,10
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.5,-0.76,10
default,0.8170399999999969,0.002098104010872769,1000,0.5,-0.76,10
augment,0.8640399999999963,0.0013451720662755082,1000,0.5,-0.76,10
average,0.8028799999999976,0.002353645097555114,1000,0.5,-0.76,10
ensemble,0.8587599999999965,0.0014256559524986592,1000,0.5,-0.76,10
plurality,0.8799999999999959,1.2996583750995055e-16,1000,1.0,-0.76,10
default,0.7511199999999986,0.002858761640661573,1000,1.0,-0.76,10
augment,0.8589999999999977,0.0012976455154948478,1000,1.0,-0.76,10
average,0.708199999999998,0.0029819544014038947,1000,1.0,-0.76,10
ensemble,0.8181599999999982,0.002063218667827351,1000,1.0,-0.76,10
plurality,0.8799999999999959,1.2996583750995055e-16,1000,1.5,-0.76,10
default,0.7273199999999986,0.0031204093568880623,1000,1.5,-0.76,10
augment,0.8607599999999964,0.001184240188823551,1000,1.5,-0.76,10
average,0.6751999999999987,0.003144463014196177,1000,1.5,-0.76,10
ensemble,0.7968399999999974,0.002278245993040441,1000,1.5,-0.76,10
plurality,0.8799999999999959,1.2996583750995055e-16,1000,2.0,-0.76,10
default,0.7139999999999971,0.0031733373709818585,1000,2.0,-0.76,10
augment,0.8622799999999963,0.0011617879975930902,1000,2.0,-0.76,10
average,0.6538799999999994,0.003021601508418298,1000,2.0,-0.76,10
ensemble,0.7845599999999973,0.0024418782052283376,1000,2.0,-0.76,10
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.0,-0.68,10
default,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.68,10
augment,1.0,0.0,1000,0.0,-0.68,10
average,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.68,10
ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.68,10
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.2,-0.68,10
default,0.8791199999999971,0.0014281685003056308,1000,0.2,-0.68,10
augment,0.8901199999999949,0.0014289953210656835,1000,0.2,-0.68,10
average,0.8923599999999963,0.0014304112962628842,1000,0.2,-0.68,10
ensemble,0.8884399999999949,0.0011955734171500319,1000,0.2,-0.68,10
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.5,-0.68,10
default,0.7662399999999988,0.002440126352592554,1000,0.5,-0.68,10
augment,0.8214399999999985,0.0016239962326815211,1000,0.5,-0.68,10
average,0.7542799999999972,0.002507103341940094,1000,0.5,-0.68,10
ensemble,0.806439999999997,0.0018044895628910103,1000,0.5,-0.68,10
plurality,0.8400000000000056,1.7914210035155348e-16,1000,1.0,-0.68,10
default,0.7126399999999989,0.0029261566589628804,1000,1.0,-0.68,10
augment,0.8141599999999998,0.001495637433113831,1000,1.0,-0.68,10
average,0.6655999999999992,0.0029218448242809086,1000,1.0,-0.68,10
ensemble,0.7728799999999991,0.002215358529316057,1000,1.0,-0.68,10
plurality,0.8400000000000056,1.7914210035155348e-16,1000,1.5,-0.68,10
default,0.6908799999999983,0.003139471592781483,1000,1.5,-0.68,10
augment,0.8139599999999992,0.0014775999802726363,1000,1.5,-0.68,10
average,0.6430799999999995,0.0031007302572342655,1000,1.5,-0.68,10
ensemble,0.7497199999999968,0.002532653931340776,1000,1.5,-0.68,10
plurality,0.8400000000000056,1.7914210035155348e-16,1000,2.0,-0.68,10
default,0.6725199999999993,0.0032394047822622285,1000,2.0,-0.68,10
augment,0.8175599999999998,0.0013466476376022944,1000,2.0,-0.68,10
average,0.6230399999999997,0.0031113403604939812,1000,2.0,-0.68,10
ensemble,0.7370799999999978,0.0025913295021259917,1000,2.0,-0.68,10
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.0,-0.6,10
default,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,10
augment,1.0,0.0,1000,0.0,-0.6,10
average,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,10
ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,10
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.2,-0.6,10
default,0.8205999999999963,0.0017976850869025015,1000,0.2,-0.6,10
augment,0.8375599999999962,0.0018776506522705306,1000,0.2,-0.6,10
average,0.8389999999999961,0.0019060516868734355,1000,0.2,-0.6,10
ensemble,0.8361999999999972,0.001651995487006275,1000,0.2,-0.6,10
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.5,-0.6,10
default,0.7229599999999984,0.0025931376289666493,1000,0.5,-0.6,10
augment,0.7788799999999975,0.0018186954811768882,1000,0.5,-0.6,10
average,0.7189999999999991,0.002799792642114579,1000,0.5,-0.6,10
ensemble,0.7664799999999977,0.0020168483525732205,1000,0.5,-0.6,10
plurality,0.7999999999999887,3.5828420070310695e-16,1000,1.0,-0.6,10
default,0.6692799999999997,0.0029857656298504717,1000,1.0,-0.6,10
augment,0.7705599999999956,0.0016039510775142224,1000,1.0,-0.6,10
average,0.6352399999999998,0.0028955356199719773,1000,1.0,-0.6,10
ensemble,0.721879999999999,0.0023138321934443365,1000,1.0,-0.6,10
plurality,0.7999999999999887,3.5828420070310695e-16,1000,1.5,-0.6,10
default,0.6565999999999991,0.0032286939254851117,1000,1.5,-0.6,10
augment,0.7701599999999962,0.001543488502307917,1000,1.5,-0.6,10
average,0.6189999999999999,0.0031408382423908565,1000,1.5,-0.6,10
ensemble,0.7073999999999977,0.002559333934872533,1000,1.5,-0.6,10
plurality,0.7999999999999887,3.5828420070310695e-16,1000,2.0,-0.6,10
default,0.6450399999999993,0.0030594049026499166,1000,2.0,-0.6,10
augment,0.7687999999999953,0.0016055958202293426,1000,2.0,-0.6,10
average,0.6035599999999999,0.003100732323329591,1000,2.0,-0.6,10
ensemble,0.6952799999999999,0.002563804730219277,1000,2.0,-0.6,10
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.0,-0.52,10
default,0.8799999999999959,1.2996583750995055e-16,1000,0.0,-0.52,10
augment,1.0,0.0,1000,0.0,-0.52,10
average,0.8799999999999959,1.2996583750995055e-16,1000,0.0,-0.52,10
ensemble,0.8799999999999959,1.2996583750995055e-16,1000,0.0,-0.52,10
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.2,-0.52,10
default,0.8239999999999973,0.0020632636906263483,1000,0.2,-0.52,10
augment,0.849999999999995,0.0019668931513096045,1000,0.2,-0.52,10
average,0.8525599999999963,0.002016708584182037,1000,0.2,-0.52,10
ensemble,0.8441599999999968,0.0018664881939562867,1000,0.2,-0.52,10
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.5,-0.52,10
default,0.6814799999999989,0.002755758299235224,1000,0.5,-0.52,10
augment,0.7392799999999977,0.002112236526325389,1000,0.5,-0.52,10
average,0.6794399999999996,0.002868015326303529,1000,0.5,-0.52,10
ensemble,0.7215999999999982,0.002348053098495297,1000,0.5,-0.52,10
plurality,0.7599999999999928,2.2831836319315643e-16,1000,1.0,-0.52,10
default,0.6359999999999991,0.002988935217386569,1000,1.0,-0.52,10
augment,0.723159999999998,0.0019337408703737446,1000,1.0,-0.52,10
